Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium3_spatial.lay|246.0|535.0, -43.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium3_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|88.5|71.08889555931091
MCTSAgent|RandomGhost|layouts/gen_small/small10_spatial.lay|1781.0|2178.0, 1384.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|68.0|52.67763137817383
MCTSAgent|DirectionalGhost|layouts/gen_small/small17_spatial.lay|784.0|677.0, 891.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small17_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|75.0|34.24297261238098
ExpectimaxAgent|RandomGhost|layouts/gen_small/small6_spatial.lay|107.0|107.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|152.0|1.3657424449920654
ExpectimaxAgent|RandomGhost|layouts/gen_small/small19_spatial.lay|-369.0|-369.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|119.0|0.67289137840271
MinimaxAgent|DirectionalGhost|layouts/gen_large/large9_spatial.lay|1085.0|1085.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|194.0|3.810853958129883
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small10_spatial.lay|1327.0|1327.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|122.0|0.38597893714904785
MinimaxAgent|DirectionalGhost|layouts/gen_small/small20_spatial.lay|473.0|473.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|26.0|6.568110942840576
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium6_spatial.lay|347.0|347.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium6_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|92.0|45.97285175323486
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium25_spatial.lay|-246.5|-20.0, -473.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|36.5|26.63601040840149
MCTSAgent|RandomGhost|layouts/gen_medium/medium27_spatial.lay|1964.0|1864.0, 2064.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|225.0|140.59080910682678
MCTSAgent|RandomGhost|layouts/gen_medium/medium25_spatial.lay|818.0|-63.0, 1699.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium25_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|126.5|79.21887111663818
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium28_spatial.lay|846.0|846.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|1053.0|14.8317232131958
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium7_spatial.lay|821.0|-440.0, 2082.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium7_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|158.5|93.94204497337341
MCTSAgent|RandomGhost|layouts/gen_small/small24_spatial.lay|755.5|754.0, 757.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small24_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|88.5|65.84095311164856
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium19_spatial.lay|158.0|158.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium19_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|20.604689359664917
MinimaxAgent|RandomGhost|layouts/gen_large/large6_spatial.lay|-402.0|-402.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large6_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|852.3176431655884
MCTSAgent|DirectionalGhost|layouts/gen_small/small21_spatial.lay|1178.0|1067.0, 1289.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|111.0|56.77579951286316
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium7_spatial.lay|831.0|831.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium7_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|238.0|2.8758773803710938
MCTSAgent|DirectionalGhost|layouts/gen_large/large18_spatial.lay|689.0|1071.0, 307.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large18_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|151.0|246.53641533851624
MinimaxAgent|DirectionalGhost|layouts/gen_large/large9_spatial.lay|272.0|272.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|57.0|29.873562574386597
MinimaxAgent|RandomGhost|layouts/gen_large/large2_spatial.lay|-82.0|-82.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large2_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1242.6429965496063
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium14_spatial.lay|-302.0|-302.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium14_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|345.8525755405426
MCTSAgent|RandomGhost|layouts/gen_medium/medium8_spatial.lay|1578.0|1693.0, 1463.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|231.0|146.5084376335144
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium22_spatial.lay|-162.0|-162.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1015.9484422206879
MinimaxAgent|RandomGhost|layouts/gen_large/large16_spatial.lay|-852.0|-852.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|25.324985027313232
MinimaxAgent|RandomGhost|layouts/gen_small/small17_spatial.lay|474.0|474.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small17_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|35.0|0.890338659286499
MCTSAgent|RandomGhost|layouts/gen_small/small15_spatial.lay|430.0|1127.0, -267.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|69.5|36.46096658706665
MinimaxAgent|RandomGhost|layouts/gen_medium/medium17_spatial.lay|-692.0|-692.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium17_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|17.496925354003906
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small8_spatial.lay|315.0|315.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small8_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|44.0|4.437842130661011
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium10_spatial.lay|442.0|442.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|187.0|1.7856314182281494
ExpectimaxAgent|RandomGhost|layouts/gen_large/large16_spatial.lay|-192.0|-192.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|28.648008823394775
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large14_spatial.lay|1695.0|1695.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large14_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|654.0|16.19965171813965
MinimaxAgent|RandomGhost|layouts/gen_large/large8_spatial.lay|-202.0|-202.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large8_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|1603.858974456787
MCTSAgent|RandomGhost|layouts/gen_large/large12_spatial.lay|2572.5|3886.0, 1259.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large12_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|432.0|376.5327112674713
MinimaxAgent|RandomGhost|layouts/gen_medium/medium12_spatial.lay|266.0|266.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium12_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|823.0|137.02344703674316
MCTSAgent|RandomGhost|layouts/gen_large/large11_spatial.lay|3125.5|3131.0, 3120.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large11_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|513.5|410.3251123428345
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium20_spatial.lay|328.0|328.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium20_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|52.0|0.40102577209472656
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium1_spatial.lay|-294.0|-294.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|23.0|8.693167448043823
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small22_spatial.lay|-447.0|-447.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|6.0|0.11050629615783691
MinimaxAgent|RandomGhost|layouts/gen_small/small12_spatial.lay|-314.0|-314.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|23.0|0.7810304164886475
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium26_spatial.lay|-1062.0|-1062.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|426.7588007450104
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium4_spatial.lay|547.0|547.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium4_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|842.0|132.3428795337677
ExpectimaxAgent|RandomGhost|layouts/gen_large/large0_spatial.lay|408.0|408.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large0_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|48.134427070617676
MCTSAgent|DirectionalGhost|layouts/gen_small/small14_spatial.lay|1021.5|1024.0, 1019.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small14_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|67.5|37.356860876083374
MCTSAgent|DirectionalGhost|layouts/gen_large/large8_spatial.lay|781.0|549.0, 1013.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large8_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|163.5|261.75116086006165
ExpectimaxAgent|RandomGhost|layouts/gen_large/large3_spatial.lay|38.0|38.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large3_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|972.9940481185913
MCTSAgent|DirectionalGhost|layouts/gen_small/small21_spatial.lay|1061.5|1069.0, 1054.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|127.5|97.05311012268066
MinimaxAgent|RandomGhost|layouts/gen_medium/medium23_spatial.lay|-802.0|-802.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|17.195297241210938
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large9_spatial.lay|703.0|703.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|167.0|3.0487289428710938
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium13_spatial.lay|-326.0|-326.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium13_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|25.0|9.138604402542114
MCTSAgent|RandomGhost|layouts/gen_small/small12_spatial.lay|988.0|1525.0, 451.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small12_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|66.5|43.21205520629883
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium23_spatial.lay|-466.0|-466.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|36.0|0.229996919631958
MinimaxAgent|RandomGhost|layouts/gen_small/small20_spatial.lay|632.0|632.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|547.0|5.411189556121826
MinimaxAgent|RandomGhost|layouts/gen_medium/medium2_spatial.lay|-153.0|-153.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium2_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1022.0|199.89129972457886
ExpectimaxAgent|RandomGhost|layouts/gen_small/small9_spatial.lay|298.0|298.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small9_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|654.6874737739563
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium16_spatial.lay|325.5|690.0, -39.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium16_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|134.0|81.3916528224945
MinimaxAgent|RandomGhost|layouts/gen_medium/medium16_spatial.lay|-292.0|-292.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium16_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|201.0|70.4339668750763
MinimaxAgent|RandomGhost|layouts/gen_small/small1_spatial.lay|-613.0|-613.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1062.0|7.91309118270874
MinimaxAgent|RandomGhost|layouts/gen_small/small29_spatial.lay|-14.0|-14.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small29_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|473.0|124.45537257194519
MinimaxAgent|RandomGhost|layouts/gen_small/small0_spatial.lay|618.0|618.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small0_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|171.0|48.42363882064819
ExpectimaxAgent|RandomGhost|layouts/gen_large/large16_spatial.lay|578.0|578.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large16_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|402.0|333.2618827819824
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium9_spatial.lay|187.0|187.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium9_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|72.0|0.9777066707611084
MinimaxAgent|RandomGhost|layouts/gen_large/large4_spatial.lay|-170.0|-170.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|310.0|94.39185404777527
ExpectimaxAgent|RandomGhost|layouts/gen_small/small1_spatial.lay|124.0|124.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small1_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|56.0|0.1880178451538086
ExpectimaxAgent|RandomGhost|layouts/gen_small/small25_spatial.lay|976.0|976.0|1.0|Win|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small25_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|483.0|2.9727225303649902
